id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
47832521,Cielo Stays - NEW LUXURY CONDO RESORT WITH OCEAN VIEW,361398579,Cielo Stays,,Hollywood,26.01687,-80.11788,Entire home/apt,147,2,5,9/7/2021,0.78,28,171,5,
47833204,Apt 2 Modern and Cozy Apt in East Fort Lauderdale,25512755,Rossana,,Fort Lauderdale,26.14232,-80.12588,Entire home/apt,83,2,17,9/12/2021,3.15,4,274,17,
47837106,COZY LAKE ROOM - ALL INCLUDED,52411326,Al,,Plantation,26.14492,-80.29199,Private room,50,1,25,9/15/2021,5.24,2,66,25,
47841040,New Listing! Prime Location. Marriott BeachPlace,1770887,Chris,,Fort Lauderdale,26.1226,-80.10585,Entire home/apt,629,7,0,,,7,211,0,
47842507,THE MARLIN BEACHSIDE | Unit 9 | Ocean View,101363430,Max,,Hollywood,26.02467,-80.116,Private room,128,3,0,,,10,140,0,
47842812,FT LAUDERDALE GEM!! FL KEYS VIBE IN THE CITY!,22480746,James,,Fort Lauderdale,26.11525,-80.15629,Entire home/apt,242,3,9,7/31/2021,1.41,1,324,9,
47845522,5 ⭐️ Tropical Oasis | ROOFTOP infinity POOL + Hot Tub on Hollywood Boardwalk-,20234196,Stay Sol,,Hollywood,26.01616,-80.11785,Entire home/apt,165,4,3,9/6/2021,0.39,117,300,3,
47845625,Studio Cozy in Oasis close to Hard Rock Casino,183532153,France,,Dania Beach,26.04953,-80.19975,Entire home/apt,150,4,2,7/26/2021,0.46,2,96,2,
47846864,Renovated house w/ saltwater pool & huge backyard,126842028,Neil,,Coral Springs,26.25884,-80.27719,Entire home/apt,330,1,24,9/5/2021,24,2,283,24,
47848152,Gated community. Private.,385662564,Anthony,,Pembroke Pines,26.02594,-80.24186,Private room,40,1,0,,,1,362,0,
47848279,Nice quite and koozy,363840590,Kevin,,Pompano Beach,26.25488,-80.13184,Private room,60,1,0,,,1,89,0,
47848660,"SUNSET GARDEN 6, Walk to the Beach",123952194,YourHome,,Pompano Beach,26.23891,-80.09092,Entire home/apt,84,1,4,8/6/2021,0.54,45,187,4,
47853390,CH - Brand New Luxury Condo with PartialOcean View,33042137,Jose,,Hollywood,26.01823,-80.1176,Entire home/apt,151,1,5,7/26/2021,1.43,31,330,5,
47853430,Apt 572  Blue ocean view from hollywood beach,202103048,Marcelo,,Hollywood,26.0134,-80.1169,Entire home/apt,54,1,22,9/12/2021,22,11,334,22,
47857153,5⭐️ ROOFTOP POOL +OCEAN VIEW Balcony|Hollywood Beach Broadwalk-,20234196,Stay Sol,,Hollywood,26.01554,-80.11664,Entire home/apt,170,5,16,9/5/2021,2.03,117,317,16,
47858624,Paradise,382663760,Mark,,Hallandale Beach,25.98421,-80.13097,Private room,54,1,55,9/22/2021,7.97,1,299,55,
47858671,Luxury Suite! Two Bedroom Near Beach,57756918,Diogo,,Hallandale Beach,25.98651,-80.13612,Entire home/apt,163,4,1,5/19/2021,0.23,55,226,1,
47859094,Bungalow by the Sea - Steps to the Ocean Sand!,242558656,David Allan,,Lauderdale By The Sea,26.19663,-80.09588,Entire home/apt,60,10,3,9/7/2021,0.96,5,11,3,
47859454,Excellent Clean Location! Very spacious home,366048567,Vanessa,,Margate,26.21816,-80.1994,Entire home/apt,170,3,0,,,1,88,0,
47861502,S531,64779988,Chc,,Hollywood,26.01541,-80.11639,Entire home/apt,277,1,9,8/15/2021,3.25,3,355,9,
47865479,Tropical Escape Entire 3 BD 2.5 BA W/POOL/HOT TUB,209037670,Jeff And Kelly,,Pompano Beach,26.22412,-80.10952,Entire home/apt,600,5,9,5/31/2021,4.74,1,328,9,
47866176,Beautiful Studio close to shopping and the beach,385827521,Martha Lucia,,Hallandale Beach,25.97611,-80.15698,Entire home/apt,44,1,33,9/17/2021,4.81,1,74,33,
47867323,SaltAire Key Yacht Club Unit 3🌴Tropical Waterfront Oasis with Heated Pool!,271058036,Latitude Key,,Fort Lauderdale,26.14523,-80.10934,Entire home/apt,129,1,4,4/24/2021,0.91,12,336,4,
47871096,Lakeridge House,385878790,Elizabeth,,Fort Lauderdale,26.14198,-80.12407,Entire home/apt,247,2,12,8/18/2021,12,1,270,12,
47871737,Luxurious 2 bedroom Wyndham Palm Aire resort,355450429,Mike,,Pompano Beach,26.226,-80.15897,Entire home/apt,176,1,8,9/13/2021,8,12,275,8,
47872711,Paradise⭐️2Be2Ba Pool 🏡 w/hot tub. 1.5 mile to 🏝,385897086,Alex,,Fort Lauderdale,26.14116,-80.12398,Entire home/apt,268,2,55,9/26/2021,12.04,1,268,55,
47874161,Palm-Aire 1 Bedroom Condo Deluxe King/Sleeper Sofa,385715108,Maria,,Pompano Beach,26.2257,-80.15932,Entire home/apt,121,2,0,,,4,61,0,
47874206,Palm-Aire 2 Bedroom Condo King/2Double/SleeperSofa,385715108,Maria,,Pompano Beach,26.22539,-80.15802,Entire home/apt,136,2,0,,,4,66,0,
47874266,Palm-Aire 1 Bedroom Condo King/Sleeper Sofa,385715108,Maria,,Pompano Beach,26.2249,-80.15798,Entire home/apt,111,2,0,,,4,27,0,
47874306,Palm-Aire 2 BR Deluxe King/2Double/SleeperSofa,385715108,Maria,,Pompano Beach,26.22639,-80.15782,Entire home/apt,149,2,0,,,4,60,0,
47883307,❤ MODERN Resort: BALCONY W/ ENDLESS VIEW |Resort & POOL ❤,20234196,Stay Sol,,Hallandale Beach,25.98509,-80.13625,Entire home/apt,159,5,9,8/29/2021,1.93,117,346,9,
47884735,❤ MODERN Resort: BALCONY ENDLESS VIEWS-Resort & POOL ❤,20234196,Stay Sol,,Hallandale Beach,25.98607,-80.13758,Entire home/apt,126,2,6,6/6/2021,0.83,117,346,6,
47884982,❤ MODERN Resort BALCONY ENDLESS VIEWS|Resort w/  & POOL ❤ 2BR 2 BR,20234196,Stay Sol,,Hallandale Beach,25.98498,-80.13617,Entire home/apt,242,2,7,7/26/2021,0.95,117,346,7,
47885395,Amazing View!  Luxury Penthouse Near Beach,57756918,Diogo,,Hallandale Beach,25.98589,-80.13605,Entire home/apt,414,4,6,5/8/2021,1.71,55,226,6,
47886457,HYDE-1609 - Amazing 1/1 overlooking the Ocean,51433847,Fernando,,Hollywood,25.98736,-80.11906,Entire home/apt,338,1,0,,,30,174,0,
47887844,Spectacular Pool Home with Stocked Outdoor Kitchen,15358018,Alex,,Fort Lauderdale,26.09783,-80.14845,Entire home/apt,226,4,27,9/18/2021,3.89,11,17,27,
47892393,Amazing View -  Luxury Suite Next To Beach,57756918,Diogo,,Hallandale Beach,25.98564,-80.1191,Entire home/apt,189,4,3,8/15/2021,0.56,55,196,3,
47893001,The Secret - SHHHHHHH don't tell anyone...-By VIAC,156784555,Quentin,,Wilton Manors,26.15634,-80.12408,Entire home/apt,461,5,17,7/24/2021,2.33,11,317,17,
47893331,Ocean front resort W pool☀️ on the broadwalk !✨,13614483,Jessica,,Hollywood,26.01152,-80.11727,Entire home/apt,76,1,25,8/30/2021,4.87,2,65,25,
47900802,"2 Cottage style condo near beach,downtown,airport",376509608,Alex,,Fort Lauderdale,26.12716,-80.12562,Entire home/apt,102,1,22,9/25/2021,3.17,1,0,22,
47900847,Tropical Lush One Bedroom at La Costa Beach Club!,111593953,Jennifer,,Pompano Beach,26.25128,-80.08669,Private room,169,1,4,7/27/2021,0.59,3,300,4,
47901654,4 Spanish style condo with private backyard,301529188,Alex,,Fort Lauderdale,26.12748,-80.12526,Entire home/apt,123,1,32,9/21/2021,4.92,11,294,32,
47902178,Casa Hispaniola: Lux Villa 6BR - Walk to beach,23456149,Shirli,,Hollywood,26.01095,-80.12087,Entire home/apt,619,4,13,8/29/2021,1.79,2,180,13,
47902885,Premium comfort water front home,62308629,Tasha,,Wilton Manors,26.16364,-80.13019,Entire home/apt,269,2,15,9/5/2021,2.05,1,1,15,
47904664,2Br/2 b Great water view Beachfront Rsrt  6 guests,11509065,Marcos,,Hollywood,26.01783,-80.11683,Entire home/apt,228,4,9,9/5/2021,1.28,13,100,9,
47905123,"AMAZING APT.  WITH OCEAN, CANAL AND CITY VIEWS",163346655,Marina,,Hallandale Beach,25.98705,-80.12297,Entire home/apt,461,4,17,8/24/2021,2.9,2,347,17,
47909496,Comfortable room with Private bathroom for guests.,35870986,Danielle,,Deerfield Beach,26.30723,-80.11041,Private room,78,2,6,7/5/2021,0.92,1,179,6,
47909501,Amazing view! Two Bedroom at Beachwalk Resort (N),57756918,Diogo,,Hallandale Beach,25.98535,-80.1362,Entire home/apt,189,4,2,3/15/2021,0.76,55,226,2,
47910589,"SUNSET Place 2, Walk to the Beach",123952194,YourHome,,Pompano Beach,26.2383,-80.09046,Entire home/apt,125,2,27,8/9/2021,4.97,45,90,27,
47916660,beach place with ocean view,356697963,Mike,,Hallandale Beach,25.98633,-80.1189,Entire home/apt,125,1,16,8/2/2021,6.76,3,85,16,
47919887,"*Leave your bags home, LETS GET DOWN TO BUSINESS!*",386239409,Toniann,,Coral Springs,26.27776,-80.2515,Shared room,20,1,0,,,1,1,0,
47923021,Private room and bath near Airport n Dania Pointe,70238038,Raquel,,Dania Beach,26.04174,-80.15025,Private room,63,1,19,6/20/2021,2.71,1,176,19,
47924614,Private place #2,149473334,Jaime,,Plantation,26.1072,-80.22148,Entire home/apt,99,2,19,9/18/2021,7.31,2,270,19,
47926609,EXCLUSIVE Studio steps to Hollywood Beach,55668489,Carolina,,Hollywood,26.01546,-80.11666,Entire home/apt,126,3,40,9/20/2021,5.17,1,172,40,
47934562,☆2 BR Apt 29th floor | Premium South Views☆,386348002,Beachwalk Rentals,,Hallandale Beach,25.98675,-80.1237,Entire home/apt,280,3,0,,,3,358,0,
47935119,Right On The Beach ★ Free Parking ★ Ocean View,340521156,Joe,,Hollywood,26.01337,-80.11575,Entire home/apt,144,1,18,9/7/2021,2.4,1,6,18,
47936529,Poolside Wilton Manors,216848739,Bryan,,Wilton Manors,26.16208,-80.15047,Private room,69,2,49,9/24/2021,8.7,1,314,49,
47937563,"Private bedroom near airport, beach and downtown",303678240,Paula,,Fort Lauderdale,26.09613,-80.13195,Private room,61,7,6,8/14/2021,2.12,2,336,6,
47943894,Modern Home just 6-Min to Beach + FREE Rental Car!,384125037,Mindware,,Hallandale Beach,25.98372,-80.15656,Entire home/apt,263,4,10,8/9/2021,1.48,2,233,10,
47944912,"Private Suite # 5, few  minutes walk to the beach.",131978491,Daniel,,Pompano Beach,26.22796,-80.09184,Entire home/apt,79,2,21,8/31/2021,3.91,11,90,21,
47952703,"Oldie but Goodie, Convenient & Cozy",98909290,Rosa,,North Lauderdale,26.20298,-80.21601,Entire home/apt,89,2,3,3/24/2021,0.5,3,345,3,
47954461,CasaLasOlas- 5⭐️Location/4Bdrm/HeatedPool/Wlk2Beach,53434844,Tristan At Luxury Vacation Stays,,Fort Lauderdale,26.12718,-80.11747,Entire home/apt,865,4,35,9/12/2021,7.39,5,261,35,
47962150,"Old Florida Charm, Tree Lined street. Fenced yard",66081352,Adam,,Fort Lauderdale,26.11077,-80.154,Entire home/apt,120,25,5,9/11/2021,1.76,5,151,5,
47963778,"CW Palm Aire, studio",372793610,Kirstie,,Pompano Beach,26.22691,-80.15784,Entire home/apt,128,2,1,2/24/2021,0.14,12,90,1,
47964107,The Wandering Wanderluster,182674966,YaYa,,Fort Lauderdale,26.17677,-80.09782,Private room,150,1,2,8/15/2021,0.45,2,207,2,
47964527,Waterfront House on Las Olas Isles !,183178782,Julia,,Fort Lauderdale,26.11596,-80.11336,Entire home/apt,747,6,0,,,15,350,0,
47964944,COZY CONDO - BREATHTAKING VIEWS! (28th Floor),31610674,Isaac,,Hallandale Beach,25.98452,-80.13543,Entire home/apt,187,1,32,9/5/2021,13.91,3,332,32,
47965577,Romantic Beach Vacation,87119740,Katerina,,Fort Lauderdale,26.14395,-80.10337,Entire home/apt,126,1,11,9/10/2021,2.05,4,99,11,
47965861,"Gated Townhouse with Patio, Community Pool and Spa",183178782,Julia,,Pompano Beach,26.22592,-80.0992,Entire home/apt,226,6,9,9/6/2021,1.18,15,270,9,
47967538,Brand New on Airbnb,4246703,Matthew,,Fort Lauderdale,26.151346,-80.120415,Entire home/apt,318,2,27,8/17/2021,6.28,52,172,27,
47967658,Great Place-,366582647,Carlton,,Fort Lauderdale,26.14355,-80.13437,Private room,64,1,7,7/26/2021,1.84,1,360,7,
47973395,1 Bedroom Condo - Club Wyndham Santa Barbara,310205812,Kaela,,Pompano Beach,26.22165,-80.09121,Private room,325,2,0,,,1,75,0,
47973457,🔆Luxury Beach condo Ocean view 2 BDR @TIDES RESORT,24634436,Benoit,,Hollywood,25.98916,-80.11815,Entire home/apt,252,3,21,9/5/2021,21,1,264,21,
47977352,Luxury condo !!3/2,386761103,Wency,,Hallandale Beach,25.98664,-80.13634,Entire home/apt,140,4,7,5/20/2021,1.71,1,83,7,
47980927,Waterfront home+heated pool+jacuzzi by Hard Rock,386803150,Viktoriia,,Dania Beach,26.06398,-80.20422,Entire home/apt,364,5,16,8/3/2021,2.94,1,66,16,
47981972,*Beautiful Private POOL House on the Intracoastal!,78977995,Stay SoFlo,,Fort Lauderdale,26.11463,-80.16578,Entire home/apt,306,3,16,9/6/2021,2.11,25,307,16,
47986109,Wyndham Palm-Aire 2 Bedroom Unit,225597185,Alan,,Pompano Beach,26.22673,-80.15992,Entire home/apt,175,2,15,9/3/2021,5.29,19,277,15,
47989287,Be our Guest,153934256,Lilibeth,,Hollywood,25.99783,-80.21387,Entire home/apt,120,3,13,6/27/2021,2.35,2,362,13,
47989579,"Relax ... you made it!! ... SUN, BEACH & OCEAN ...",386869523,David,,Pompano Beach,26.22628,-80.09113,Entire home/apt,360,5,6,6/23/2021,0.83,1,244,6,
47990505,5 🌟 BEAUTIFUL & MODERN 💫 Tiny Apartment,177254683,Alef,,Fort Lauderdale,26.15682,-80.17878,Entire home/apt,120,1,69,9/21/2021,11.5,3,86,69,
47994075,Tides Residences Direct Beach Access & Amenities,132838002,Juan,,Hollywood,25.98801,-80.11861,Entire home/apt,205,3,1,2/21/2021,0.14,5,268,1,
47994104,NEW HOLLYWOOD BEACH 7 BEDROOMS 5 BATHS FOR 22,17469794,Valerie,,Hollywood,26.02112,-80.11678,Entire home/apt,483,5,5,8/29/2021,0.82,56,300,5,
47995209,Fully furnished oceanfront 1 bed 1.5 bath /balcony,5117643,Eric,,Hallandale Beach,25.97852,-80.1185,Entire home/apt,97,14,0,,,1,89,0,
47999270,Andy’s vacation place,260366818,Andy,,Miramar,25.98302,-80.23868,Entire home/apt,54,2,23,9/9/2021,5.15,2,249,23,
47999633,Cozy guest suite close to the beach.,53199577,Stuart,,Deerfield Beach,26.31913,-80.07613,Entire home/apt,107,1,16,8/7/2021,3.69,2,137,16,
47999935,Modern-Ocean front 1BR Apt +Den at Hollywood beach,167212633,Johnny,,Hollywood,26.01578,-80.11591,Entire home/apt,124,1,18,9/12/2021,9.82,7,361,18,
48000250,Two Bdr Deluxe Suite At Club Wyndham Palm-Aire,11173933,Troy,,Pompano Beach,26.22683,-80.15975,Entire home/apt,147,3,18,9/13/2021,3.65,2,72,18,
48000415,Cozy Camper on Nice Backyard,24978526,Dario & Sebastian,,Miramar,25.98283,-80.21538,Entire home/apt,40,2,3,4/22/2021,0.4,1,26,3,
48000609,Laurderdale beach house and golf cart option,884700,Lance,,Fort Lauderdale,26.15257,-80.10124,Entire home/apt,1192,5,22,8/15/2021,22,3,291,22,
48006413,"Stunning Contemporary Beach Front- 2 bed, 2 bath",368728191,Jasmine,,Hollywood,25.9902,-80.11888,Entire home/apt,256,2,5,8/9/2021,0.64,2,235,5,
48006622,luxery waterfront house / pool - venice of america,386988961,Vesna,,Fort Lauderdale,26.11829,-80.12533,Entire home/apt,1133,2,23,8/18/2021,3.25,1,126,23,
48006889,Maries AirBnB,386991826,Marie,,Miramar,25.96275,-80.35003,Private room,100,2,2,5/30/2021,0.26,3,365,2,
48009002,"Private Bedroom near airport, beach and las olas",387001762,Christian,,Fort Lauderdale,26.09486,-80.13607,Private room,68,1,1,4/15/2021,0.18,1,360,1,
48010081,"Waterfront Villa w/ Free WiFi, Central A/C, Outdoor Rooftop, Hot Tub, & Kitchen",112298516,Vacasa Florida,,Hollywood,26.02889,-80.11572,Entire home/apt,683,3,16,8/29/2021,3.5,19,340,16,
48010929,Terra Mar Island Retreat-On The ICW,54087771,Lauren,,Pompano Beach,26.22092,-80.09594,Entire home/apt,570,3,1,3/29/2021,0.16,7,93,1,
48013843,"BeachFront, Great Ocean View 2BR+2BTH Suite +30th Floor",1833853,Ricardo,,Hallandale Beach,25.98604,-80.11902,Entire home/apt,271,1,2,9/12/2021,0.27,146,180,2,
48014150,10NuevHotel CORNER!! large NEW one bedroom steps from the Ocean,316835586,Joseph,,Hollywood,26.00698,-80.11656,Entire home/apt,99,3,13,9/8/2021,1.87,15,49,13,
48014631,Contemporary Flat In Hollywood Florida,366281837,Stayplus,,Hollywood,26.00689,-80.14336,Entire home/apt,66,2,15,9/8/2021,13.24,6,166,15,
48014886,Middle River Apartment,89203544,Nathan,,Fort Lauderdale,26.144278,-80.136223,Entire home/apt,88,2,6,8/12/2021,2,2,179,6,
48015006,Sunset Cove In Hollywood FL,366281837,Stayplus,,Hollywood,26.00587,-80.14348,Entire home/apt,67,2,16,8/17/2021,2.89,6,170,16,
48015207,Charming Sunset Cove In Hollywood FL,366281837,Stayplus,,Hollywood,26.00541,-80.1427,Entire home/apt,71,2,22,9/7/2021,5.59,6,172,22,
48015866,Mid-Century Modern unit in Hollywood,50924892,Katherine,,Hollywood,26.0318,-80.16444,Entire home/apt,135,1,34,9/20/2021,7.08,6,331,34,
48016160,Tropical Studio in Hollywood Florida,50924892,Katherine,,Hollywood,26.03201,-80.16476,Entire home/apt,60,1,44,9/12/2021,7.67,6,331,44,
48017593,Casa Hermes Miami | Waterfront | Pool | Beach,26186520,Sacha,,Hallandale Beach,25.97561,-80.12917,Entire home/apt,1109,3,9,9/19/2021,1.16,1,170,9,
48024638,~Tranquility Studio (212)~,256242795,Emily,,Fort Lauderdale,26.16924,-80.10834,Entire home/apt,130,3,20,6/30/2021,7.59,31,89,20,
48024859,Sylvia's Retreat,387128749,Sylvia,,Fort Lauderdale,26.1081,-80.19331,Entire home/apt,135,2,12,9/17/2021,4.56,1,293,12,
48024965,Bay Therapy Suite (102),256242795,Emily,,Fort Lauderdale,26.16925,-80.10803,Entire home/apt,150,3,11,9/11/2021,1.49,31,89,11,
48025292,Waterfront apartment unbeatable views 1bdr Aloha 6,91689207,Pablo (Vista Rentals Florida),,Pompano Beach,26.24188,-80.09083,Entire home/apt,116,5,20,9/1/2021,4.72,18,125,20,
48026154,1BR Gorgeous view in Beachfront Resort  4 guests,11509065,Marcos,,Hollywood,26.01751,-80.11703,Entire home/apt,169,4,4,7/26/2021,0.56,13,122,4,
48026827,Club Wyndham Palm-Aire Resort 2 Bedroom Unit,225597185,Alan,,Pompano Beach,26.22511,-80.15991,Entire home/apt,175,2,12,8/30/2021,1.79,19,85,12,
48027946,Private Oasis - Renovated 3/2 in Wilton Manors,322936492,David,,Wilton Manors,26.16278,-80.14446,Entire home/apt,336,3,13,8/15/2021,1.79,1,71,13,
48029161,Luxury Apartments Ocean Front - Beach acces,195276674,Igor,,Hallandale Beach,25.97971,-80.12034,Entire home/apt,369,14,0,,,1,361,0,
48029560,TIKI PARADISE OASIS W/HEATED POOL AND JACUZZI,387173313,Alex,,Dania Beach,26.04528,-80.14121,Entire home/apt,670,5,14,8/3/2021,2.59,2,261,14,
48030650,"Private Suite # 14, five minutes walk to beach.",131978491,Daniel,,Pompano Beach,26.22588,-80.0917,Entire home/apt,69,2,23,8/5/2021,8.85,11,90,23,
48030773,Amazing view! Two Bedroom Near Beach,57756918,Diogo,,Hallandale Beach,25.98593,-80.13617,Entire home/apt,180,4,5,4/19/2021,2.31,55,226,5,
48030941,Luxury Suite! Two Bedroom (Beach Walking Distance),57756918,Diogo,,Hallandale Beach,25.98629,-80.13595,Entire home/apt,163,4,4,7/24/2021,0.88,55,226,4,
48031479,Amazing View - Luxury Suite Next To Beach (HYDE),57756918,Diogo,,Hollywood,25.98733,-80.11966,Entire home/apt,189,4,4,8/21/2021,1.02,55,226,4,
48031599,Amazing View - Luxury Suite In Hyde Resort,57756918,Diogo,,Hollywood,25.98738,-80.11835,Entire home/apt,189,4,4,4/19/2021,4,55,226,4,
48038616,Marie's AirBnB,386991826,Marie,,Miramar,25.96083,-80.35123,Private room,120,1,1,6/5/2021,0.26,3,180,1,
48038852,Ra)💐Private room🚙Airport🌴beach 15 minutes😎💃🎉,384292208,Andrii,,Hollywood,26.03536,-80.15485,Private room,50,1,4,7/11/2021,2.22,8,355,4,
48040564,Private nice Hardrock/Hollywood/Miramar studio,138777103,Gigi,,Miramar,25.98633,-80.23813,Entire home/apt,81,2,3,7/16/2021,0.4,9,90,3,
48041078,A Shore Thing!,238757999,Melissa,,Lauderdale By The Sea,26.21799,-80.0936,Entire home/apt,229,90,7,8/6/2021,1.64,3,272,7,
48042008,Oceanfront King One Bedroom Suite,40759148,John,,Lauderdale By The Sea,26.1952,-80.09518,Private room,233,1,1,3/10/2021,0.15,2,272,1,
48042490,Ocean Front Efficiency Apartment,40759148,John,,Lauderdale By The Sea,26.19582,-80.09545,Private room,213,1,1,6/20/2021,0.3,2,327,1,
48043717,Bougainvilla Beach House-❤️of Lauderdale by the Sea,212329368,Jim,,Lauderdale By The Sea,26.19669,-80.09668,Entire home/apt,203,3,25,8/29/2021,3.66,1,223,25,
48044278,Amazing 1 bedroom 1 bath in Hallandale beach,264528316,Venansa,,Hallandale Beach,25.99324,-80.14073,Entire home/apt,72,1,27,9/12/2021,9.88,1,353,27,
48048602,"Seagrape Villa Bella #4,    Lg. 2-bedroom, 1-Bath",150152691,Eddie & Liana,,Lauderdale By The Sea,26.1889,-80.09777,Entire home/apt,261,2,19,8/8/2021,4.16,4,223,19,
48052027,BEAUTIFUL 1 BED BEACH VIEW,341732184,Vickie,,Hollywood,25.98989,-80.11922,Entire home/apt,165,1,2,5/16/2021,0.32,8,215,2,
48052399,Beachcomber's 1 Bedroom Apartment - 2 double beds,126483964,Beachcomber,,Pompano Beach,26.22145,-80.09206,Entire home/apt,136,4,20,8/3/2021,5.88,10,88,20,
48053602,NEW! Solo or Couple's Retreat in Ft Lauderdale!,126641496,Evolve,,Fort Lauderdale,26.14394,-80.14323,Entire home/apt,72,2,2,4/3/2021,0.31,63,334,2,
48055101,Contemporary Gem Near the Beach w/ a Private Pool & Putting Green,112298516,Vacasa Florida,,Oakland Park,26.17314,-80.1203,Entire home/apt,430,4,13,8/14/2021,1.85,19,354,13,
48056240,Relax 3,365827585,Ringya,,Fort Lauderdale,26.14842,-80.15409,Private room,45,1,15,4/15/2021,2.04,6,339,15,
48059211,Palm-Air Studio luxury resort unit - sleeps 4,222478315,LaTonya,,Pompano Beach,26.22573,-80.15995,Entire home/apt,160,2,0,,,18,21,0,
48064980,Stunning waterfront condo with breathtaking views,387511503,Moe,,Fort Lauderdale,26.11792,-80.14392,Entire home/apt,230,1,12,5/31/2021,1.89,1,0,12,
48065210,Hard Rock Hollywood Rental - R.A.C.K. House,227311860,Yvonne,,Hollywood,26.01056,-80.18733,Entire home/apt,195,6,0,,,1,351,0,
48067433,5 ⭐️AMENITIES Luxury 1BR FRONT INTERCOSTAL View Balcony,20234196,Stay Sol,,Hollywood,25.98806,-80.12016,Entire home/apt,213,2,3,3/31/2021,0.44,117,361,3,
48068436,Hollywood Sunshine Resort,76641392,Romy,,Hollywood,26.00483,-80.15609,Entire home/apt,481,2,6,9/19/2021,1.28,5,210,6,
48069517,"""Modern & Exquisite Apartment Just Renovated"" #2",230381506,Robert,,Fort Lauderdale,26.12691,-80.15467,Entire home/apt,126,4,9,9/19/2021,2.05,4,92,9,
48075314,West Park/Hallandale Beach Blvd,87935143,Eddie,,West Park,25.97707,-80.18665,Entire home/apt,209,3,11,7/21/2021,2.02,1,365,11,
48076708,Beach apartment 2 full-size bed+sofa bed & kitchen,377795665,Carlos,,Hollywood,26.0233,-80.11462,Entire home/apt,108,1,13,6/28/2021,3.17,12,365,13,
48076876,Private gated community walk to beach & shops,138415876,Michael,,Fort Lauderdale,26.13149,-80.11075,Entire home/apt,295,7,12,8/15/2021,3.13,2,95,12,
48078610,Beautiful condo in the wealthy Ft. Lauderdale sub.,62475811,Jane,,Weston,26.12645,-80.37303,Entire home/apt,133,7,3,8/8/2021,0.56,4,274,3,
48080437,⭐️ Beachfront Resort- INFINITY EDGE SWIMMING POOL & Hot Tub-,20234196,Stay Sol,,Hollywood,26.01693,-80.11579,Entire home/apt,154,2,7,9/5/2021,1.15,117,361,7,
48081305,Blue Earth! Cozy new renovation! 8min from beach!,268551103,Alex & Dahyana,,Oakland Park,26.17499,-80.13471,Entire home/apt,72,2,33,8/29/2021,5.44,6,263,33,
48082123,Blue Mars! Cozy new renovation! 8min from beach!,268551103,Alex & Dahyana,,Oakland Park,26.17353,-80.13646,Entire home/apt,79,2,40,9/12/2021,7.84,6,293,40,
48082235,Blue Sun! Cozy new renovation! 8min from beach!,268551103,Alex & Dahyana,,Oakland Park,26.17463,-80.13611,Entire home/apt,120,2,34,8/24/2021,10.63,6,289,34,
48082711,4 BR/2 BA House Salt Heated pool - Close to Beach,132542026,Moheb,,Pompano Beach,26.25643,-80.09637,Entire home/apt,225,1,23,8/22/2021,23,4,151,23,
48082917,Hotel unit at oceanmanor oceanview,44018370,Samantha,,Fort Lauderdale,26.17828,-80.09773,Private room,190,1,7,8/19/2021,2.44,11,350,7,
48087800,NEW BEACH PLACE 3 BEDRM 2 BATH FOR 10,17469794,Valerie,,Hollywood,26.02044,-80.11577,Entire home/apt,251,5,3,3/22/2021,0.45,56,51,3,
48087801,NEW BEACH PLACE 4 BEDROOMS 3 BATHS FOR 12 GUESTS,17469794,Valerie,,Hollywood,26.02142,-80.11654,Entire home/apt,304,5,11,6/21/2021,2.46,56,50,11,
48088082,Spacious 2 bedroom corner unit at Hyde Beach House Resort 12th floor Miami,130937953,Ammos Vacation Rentals,,Hollywood,25.98717,-80.12181,Entire home/apt,307,1,4,5/16/2021,0.93,32,352,4,
48090660,Suites at Sailboat Bend◆1BR next to Las Olas 31|2,263129335,Stay So.Flo.,,Fort Lauderdale,26.11852,-80.15265,Entire home/apt,80,1,11,7/25/2021,1.45,40,234,11,
48093045,Tropical pool house | 5min to beach + shops,52857391,Eric,,Fort Lauderdale,26.14382,-80.13047,Entire home/apt,155,3,24,9/6/2021,24,1,46,24,
48102106,Wyndham Palm Aire- 2 bdrm,30787515,Brooke,,Pompano Beach,26.22703,-80.15879,Entire home/apt,200,2,12,6/1/2021,4,29,62,12,
48102904,2018 GALEON 68' YACHT,228693114,Michael,,Lighthouse Point,26.28471,-80.08296,Entire home/apt,4800,1,0,,,9,364,0,
48104197,The Pompano Beach House,38781529,Jeffrey,,Pompano Beach,26.23762,-80.10064,Entire home/apt,274,2,21,9/6/2021,7.68,23,312,21,
48105312,"King Studio Suite, Pool, Kitchen, BBQ",387656045,Sheridan Comfort Apartments,,Dania Beach,26.03492,-80.14461,Entire home/apt,135,1,18,6/25/2021,3.65,1,365,18,
48106842,Newly renovated 5 BR with POOL 𝘉𝘺 𝘋𝘦𝘴𝘪𝘨𝘯𝘦𝘥𝘝𝘙,45914148,Designedvr,,Hollywood,25.99871,-80.13924,Entire home/apt,329,2,16,9/8/2021,2.87,69,175,16,
48107400,Amazing view! Two Bedroom Near Beach,57756918,Diogo,,Hallandale Beach,25.98533,-80.13721,Entire home/apt,180,4,3,4/11/2021,0.6,55,226,3,
